('', '2', '3', '5', '7', '89', '461', '235789461', 9)
('', '3', '89', '5', '2', '41', '67', '389524167', 9)
('', '3', '89', '5', '2', '47', '61', '389524761', 9)
('', '3', '89', '5', '2', '61', '47', '389526147', 9)
('', '3', '89', '5', '2', '67', '41', '389526741', 9)
('', '3', '89', '5', '2', '461', '7', '389524617', 9)
('', '3', '89', '5', '2', '641', '7', '389526417', 9)
('', '3', '89', '5', '7', '2', '461', '389572461', 9)
('', '3', '89', '5', '7', '2', '641', '389572641', 9)
('', '3', '89', '5', '7', '461', '2', '389574612', 9)
('', '3', '89', '5', '7', '641', '2', '389576412', 9)
('', '3', '89', '5', '41', '2', '67', '389541267', 9)
('', '3', '89', '5', '41', '67', '2', '389541672', 9)
('', '3', '89', '5', '47', '2', '61', '389547261', 9)
('', '3', '89', '5', '47', '61', '2', '389547612', 9)
('', '3', '89', '5', '61', '2', '47', '389561247', 9)
('', '3', '89', '5', '61', '47', '2', '389561472', 9)
('', '3', '89', '5', '67', '2', '41', '389567241', 9)
('', '3', '89', '5', '67', '41', '2', '389567412', 9)
('', '3', '89', '5', '461', '2', '7', '389546127', 9)
('', '3', '89', '5', '461', '7', '2', '389546172', 9)
('', '3', '89', '5', '641', '2', '7', '389564127', 9)
('', '3', '89', '5', '641', '7', '2', '389564172', 9)
('', '3', '89', '7', '2', '5', '461', '389725461', 9)
('', '3', '89', '7', '2', '5', '641', '389725641', 9)
('', '3', '89', '7', '2', '461', '5', '389724615', 9)
('', '3', '89', '7', '2', '641', '5', '389726415', 9)
('', '3', '89', '7', '5', '2', '461', '389752461', 9)
('', '3', '89', '7', '5', '2', '641', '389752641', 9)
('', '3', '89', '7', '5', '461', '2', '389754612', 9)
('', '3', '89', '7', '5', '641', '2', '389756412', 9)
('', '3', '89', '7', '461', '2', '5', '389746125', 9)
('', '3', '89', '7', '461', '5', '2', '389746152', 9)
('', '3', '89', '7', '641', '2', '5', '389764125', 9)
('', '3', '89', '7', '641', '5', '2', '389764152', 9)
('', '3', '89', '41', '2', '5', '67', '389412567', 9)
('', '3', '89', '41', '2', '67', '5', '389412675', 9)
('', '3', '89', '41', '5', '2', '67', '389415267', 9)
('', '3', '89', '41', '5', '67', '2', '389415672', 9)
('', '3', '89', '41', '67', '2', '5', '389416725', 9)
('', '3', '89', '41', '67', '5', '2', '389416752', 9)
('', '3', '89', '47', '2', '5', '61', '389472561', 9)
('', '3', '89', '47', '2', '61', '5', '389472615', 9)
('', '3', '89', '47', '5', '2', '61', '389475261', 9)
('', '3', '89', '47', '5', '61', '2', '389475612', 9)
('', '3', '89', '47', '61', '2', '5', '389476125', 9)
('', '3', '89', '47', '61', '5', '2', '389476152', 9)
('', '3', '89', '61', '2', '5', '47', '389612547', 9)
('', '3', '89', '61', '2', '47', '5', '389612475', 9)
('', '3', '89', '61', '5', '2', '47', '389615247', 9)
('', '3', '89', '61', '5', '47', '2', '389615472', 9)
('', '3', '89', '61', '47', '2', '5', '389614725', 9)
('', '3', '89', '61', '47', '5', '2', '389614752', 9)
('', '3', '89', '67', '2', '5', '41', '389672541', 9)
('', '3', '89', '67', '2', '41', '5', '389672415', 9)
('', '3', '89', '67', '5', '2', '41', '389675241', 9)
('', '3', '89', '67', '5', '41', '2', '389675412', 9)
('', '3', '89', '67', '41', '2', '5', '389674125', 9)
('', '3', '89', '67', '41', '5', '2', '389674152', 9)
('', '3', '89', '461', '2', '5', '7', '389461257', 9)
('', '3', '89', '461', '2', '7', '5', '389461275', 9)
('', '3', '89', '461', '5', '2', '7', '389461527', 9)
('', '3', '89', '461', '5', '7', '2', '389461572', 9)
('', '3', '89', '461', '7', '2', '5', '389461725', 9)
('', '3', '89', '461', '7', '5', '2', '389461752', 9)
('', '3', '89', '641', '2', '5', '7', '389641257', 9)
('', '3', '89', '641', '2', '7', '5', '389641275', 9)
('', '3', '89', '641', '5', '2', '7', '389641527', 9)
('', '3', '89', '641', '5', '7', '2', '389641572', 9)
('', '3', '89', '641', '7', '2', '5', '389641725', 9)
('', '3', '89', '641', '7', '5', '2', '389641752', 9)
('', '3', '461', '2', '5', '7', '89', '346125789', 9)
('', '3', '461', '2', '5', '89', '7', '346125897', 9)
('', '3', '461', '2', '7', '5', '89', '346127589', 9)
('', '3', '461', '2', '7', '89', '5', '346127895', 9)
('', '3', '461', '2', '89', '5', '7', '346128957', 9)
('', '3', '461', '2', '89', '7', '5', '346128975', 9)
('', '3', '461', '5', '2', '7', '89', '346152789', 9)
('', '3', '461', '5', '2', '89', '7', '346152897', 9)
('', '3', '461', '5', '7', '2', '89', '346157289', 9)
('', '3', '461', '5', '7', '89', '2', '346157892', 9)
('', '3', '461', '5', '89', '2', '7', '346158927', 9)
('', '3', '461', '5', '89', '7', '2', '346158972', 9)
('', '3', '461', '7', '2', '5', '89', '346172589', 9)
('', '3', '461', '7', '2', '89', '5', '346172895', 9)
('', '3', '461', '7', '5', '2', '89', '346175289', 9)
('', '3', '461', '7', '5', '89', '2', '346175892', 9)
('', '3', '461', '7', '89', '2', '5', '346178925', 9)
('', '3', '461', '7', '89', '5', '2', '346178952', 9)
('', '3', '461', '89', '2', '5', '7', '346189257', 9)
('', '3', '461', '89', '2', '7', '5', '346189275', 9)
('', '3', '461', '89', '5', '2', '7', '346189527', 9)
('', '3', '461', '89', '5', '7', '2', '346189572', 9)
('', '3', '461', '89', '7', '2', '5', '346189725', 9)
('', '3', '461', '89', '7', '5', '2', '346189752', 9)
('', '3', '641', '2', '5', '7', '89', '364125789', 9)
('', '3', '641', '2', '5', '89', '7', '364125897', 9)
('', '3', '641', '2', '7', '5', '89', '364127589', 9)
('', '3', '641', '2', '7', '89', '5', '364127895', 9)
('', '3', '641', '2', '89', '5', '7', '364128957', 9)
('', '3', '641', '2', '89', '7', '5', '364128975', 9)
('', '3', '641', '5', '2', '7', '89', '364152789', 9)
('', '3', '641', '5', '2', '89', '7', '364152897', 9)
('', '3', '641', '5', '7', '2', '89', '364157289', 9)
('', '3', '641', '5', '7', '89', '2', '364157892', 9)
('', '3', '641', '5', '89', '2', '7', '364158927', 9)
('', '3', '641', '5', '89', '7', '2', '364158972', 9)
('', '3', '641', '7', '2', '5', '89', '364172589', 9)
('', '3', '641', '7', '2', '89', '5', '364172895', 9)
('', '3', '641', '7', '5', '2', '89', '364175289', 9)
('', '3', '641', '7', '5', '89', '2', '364175892', 9)
('', '3', '641', '7', '89', '2', '5', '364178925', 9)
('', '3', '641', '7', '89', '5', '2', '364178952', 9)
('', '3', '641', '89', '2', '5', '7', '364189257', 9)
('', '3', '641', '89', '2', '7', '5', '364189275', 9)
('', '3', '641', '89', '5', '2', '7', '364189527', 9)
('', '3', '641', '89', '5', '7', '2', '364189572', 9)
('', '3', '641', '89', '7', '2', '5', '364189725', 9)
('', '3', '641', '89', '7', '5', '2', '364189752', 9)
('', '5', '2', '3', '7', '89', '461', '523789461', 9)
('', '5', '2', '3', '7', '89', '641', '523789641', 9)
('', '5', '2', '3', '7', '461', '89', '523746189', 9)
('', '5', '2', '3', '7', '641', '89', '523764189', 9)
('', '5', '2', '3', '41', '67', '89', '523416789', 9)
('', '5', '2', '3', '41', '89', '67', '523418967', 9)
('', '5', '2', '3', '47', '61', '89', '523476189', 9)
('', '5', '2', '3', '47', '89', '61', '523478961', 9)
('', '5', '2', '3', '61', '47', '89', '523614789', 9)
('', '5', '2', '3', '61', '89', '47', '523618947', 9)
('', '5', '2', '3', '67', '41', '89', '523674189', 9)
('', '5', '2', '3', '67', '89', '41', '523678941', 9)
('', '5', '2', '3', '89', '7', '461', '523897461', 9)
('', '5', '2', '3', '89', '7', '641', '523897641', 9)
('', '5', '2', '3', '89', '41', '67', '523894167', 9)
('', '5', '2', '3', '89', '47', '61', '523894761', 9)
('', '5', '2', '3', '89', '61', '47', '523896147', 9)
('', '5', '2', '3', '89', '67', '41', '523896741', 9)
('', '5', '2', '3', '89', '461', '7', '523894617', 9)
('', '5', '2', '3', '89', '641', '7', '523896417', 9)
('', '5', '2', '3', '461', '7', '89', '523461789', 9)
('', '5', '2', '3', '461', '89', '7', '523461897', 9)
('', '5', '2', '3', '641', '7', '89', '523641789', 9)
('', '5', '2', '3', '641', '89', '7', '523641897', 9)
('', '5', '2', '7', '3', '89', '461', '527389461', 9)
('', '5', '2', '7', '3', '89', '641', '527389641', 9)
('', '5', '2', '7', '3', '461', '89', '527346189', 9)
('', '5', '2', '7', '3', '641', '89', '527364189', 9)
('', '5', '2', '7', '43', '61', '89', '527436189', 9)
('', '5', '2', '7', '43', '89', '61', '527438961', 9)
('', '5', '2', '7', '61', '43', '89', '527614389', 9)
('', '5', '2', '7', '61', '89', '43', '527618943', 9)
('', '5', '2', '7', '89', '3', '461', '527893461', 9)
('', '5', '2', '7', '89', '3', '641', '527893641', 9)
('', '5', '2', '7', '89', '43', '61', '527894361', 9)
('', '5', '2', '7', '89', '61', '43', '527896143', 9)
('', '5', '2', '7', '89', '461', '3', '527894613', 9)
('', '5', '2', '7', '89', '641', '3', '527896413', 9)
('', '5', '2', '7', '461', '3', '89', '527461389', 9)
('', '5', '2', '7', '461', '89', '3', '527461893', 9)
('', '5', '2', '7', '641', '3', '89', '527641389', 9)
('', '5', '2', '7', '641', '89', '3', '527641893', 9)
('', '5', '2', '41', '3', '67', '89', '524136789', 9)
('', '5', '2', '41', '3', '89', '67', '524138967', 9)
('', '5', '2', '41', '67', '3', '89', '524167389', 9)
('', '5', '2', '41', '67', '89', '3', '524167893', 9)
('', '5', '2', '41', '89', '3', '67', '524189367', 9)
('', '5', '2', '41', '89', '67', '3', '524189673', 9)
('', '5', '2', '43', '7', '61', '89', '524376189', 9)
('', '5', '2', '43', '7', '89', '61', '524378961', 9)
('', '5', '2', '43', '61', '7', '89', '524361789', 9)
('', '5', '2', '43', '61', '89', '7', '524361897', 9)
('', '5', '2', '43', '89', '7', '61', '524389761', 9)
('', '5', '2', '43', '89', '61', '7', '524389617', 9)
('', '5', '2', '47', '3', '61', '89', '524736189', 9)
('', '5', '2', '47', '3', '89', '61', '524738961', 9)
('', '5', '2', '47', '61', '3', '89', '524761389', 9)
('', '5', '2', '47', '61', '89', '3', '524761893', 9)
('', '5', '2', '47', '89', '3', '61', '524789361', 9)
('', '5', '2', '47', '89', '61', '3', '524789613', 9)
('', '5', '2', '61', '3', '47', '89', '526134789', 9)
('', '5', '2', '61', '3', '89', '47', '526138947', 9)
('', '5', '2', '61', '7', '43', '89', '526174389', 9)
('', '5', '2', '61', '7', '89', '43', '526178943', 9)
('', '5', '2', '61', '43', '7', '89', '526143789', 9)
('', '5', '2', '61', '43', '89', '7', '526143897', 9)
('', '5', '2', '61', '47', '3', '89', '526147389', 9)
('', '5', '2', '61', '47', '89', '3', '526147893', 9)
('', '5', '2', '61', '89', '3', '47', '526189347', 9)
('', '5', '2', '61', '89', '7', '43', '526189743', 9)
('', '5', '2', '61', '89', '43', '7', '526189437', 9)
('', '5', '2', '61', '89', '47', '3', '526189473', 9)
('', '5', '2', '67', '3', '41', '89', '526734189', 9)
('', '5', '2', '67', '3', '89', '41', '526738941', 9)
('', '5', '2', '67', '41', '3', '89', '526741389', 9)
('', '5', '2', '67', '41', '89', '3', '526741893', 9)
('', '5', '2', '67', '89', '3', '41', '526789341', 9)
('', '5', '2', '67', '89', '41', '3', '526789413', 9)
('', '5', '2', '89', '3', '7', '461', '528937461', 9)
('', '5', '2', '89', '3', '7', '641', '528937641', 9)
('', '5', '2', '89', '3', '41', '67', '528934167', 9)
('', '5', '2', '89', '3', '47', '61', '528934761', 9)
('', '5', '2', '89', '3', '61', '47', '528936147', 9)
('', '5', '2', '89', '3', '67', '41', '528936741', 9)
('', '5', '2', '89', '3', '461', '7', '528934617', 9)
('', '5', '2', '89', '3', '641', '7', '528936417', 9)
('', '5', '2', '89', '7', '3', '461', '528973461', 9)
('', '5', '2', '89', '7', '3', '641', '528973641', 9)
('', '5', '2', '89', '7', '43', '61', '528974361', 9)
('', '5', '2', '89', '7', '61', '43', '528976143', 9)
('', '5', '2', '89', '7', '461', '3', '528974613', 9)
('', '5', '2', '89', '7', '641', '3', '528976413', 9)
('', '5', '2', '89', '41', '3', '67', '528941367', 9)
('', '5', '2', '89', '41', '67', '3', '528941673', 9)
('', '5', '2', '89', '43', '7', '61', '528943761', 9)
('', '5', '2', '89', '43', '61', '7', '528943617', 9)
('', '5', '2', '89', '47', '3', '61', '528947361', 9)
('', '5', '2', '89', '47', '61', '3', '528947613', 9)
('', '5', '2', '89', '61', '3', '47', '528961347', 9)
('', '5', '2', '89', '61', '7', '43', '528961743', 9)
('', '5', '2', '89', '61', '43', '7', '528961437', 9)
('', '5', '2', '89', '61', '47', '3', '528961473', 9)
('', '5', '2', '89', '67', '3', '41', '528967341', 9)
('', '5', '2', '89', '67', '41', '3', '528967413', 9)
('', '5', '2', '89', '461', '3', '7', '528946137', 9)
('', '5', '2', '89', '461', '7', '3', '528946173', 9)
('', '5', '2', '89', '641', '3', '7', '528964137', 9)
('', '5', '2', '89', '641', '7', '3', '528964173', 9)
('', '5', '2', '461', '3', '7', '89', '524613789', 9)
('', '5', '2', '461', '3', '89', '7', '524613897', 9)
('', '5', '2', '461', '7', '3', '89', '524617389', 9)
('', '5', '2', '461', '7', '89', '3', '524617893', 9)
('', '5', '2', '461', '89', '3', '7', '524618937', 9)
('', '5', '2', '461', '89', '7', '3', '524618973', 9)
('', '5', '2', '641', '3', '7', '89', '526413789', 9)
('', '5', '2', '641', '3', '89', '7', '526413897', 9)
('', '5', '2', '641', '7', '3', '89', '526417389', 9)
('', '5', '2', '641', '7', '89', '3', '526417893', 9)
('', '5', '2', '641', '89', '3', '7', '526418937', 9)
('', '5', '2', '641', '89', '7', '3', '526418973', 9)
('', '5', '3', '2', '7', '89', '461', '532789461', 9)
('', '5', '3', '2', '7', '89', '641', '532789641', 9)
('', '5', '3', '2', '7', '461', '89', '532746189', 9)
('', '5', '3', '2', '7', '641', '89', '532764189', 9)
('', '5', '3', '2', '41', '67', '89', '532416789', 9)
('', '5', '3', '2', '41', '89', '67', '532418967', 9)
('', '5', '3', '2', '47', '61', '89', '532476189', 9)
('', '5', '3', '2', '47', '89', '61', '532478961', 9)
('', '5', '3', '2', '61', '47', '89', '532614789', 9)
('', '5', '3', '2', '61', '89', '47', '532618947', 9)
('', '5', '3', '2', '67', '41', '89', '532674189', 9)
('', '5', '3', '2', '67', '89', '41', '532678941', 9)
('', '5', '3', '2', '89', '7', '461', '532897461', 9)
('', '5', '3', '2', '89', '7', '641', '532897641', 9)
('', '5', '3', '2', '89', '41', '67', '532894167', 9)
('', '5', '3', '2', '89', '47', '61', '532894761', 9)
('', '5', '3', '2', '89', '61', '47', '532896147', 9)
('', '5', '3', '2', '89', '67', '41', '532896741', 9)
('', '5', '3', '2', '89', '461', '7', '532894617', 9)
('', '5', '3', '2', '89', '641', '7', '532896417', 9)
('', '5', '3', '2', '461', '7', '89', '532461789', 9)
('', '5', '3', '2', '461', '89', '7', '532461897', 9)
('', '5', '3', '2', '641', '7', '89', '532641789', 9)
('', '5', '3', '2', '641', '89', '7', '532641897', 9)
('', '5', '3', '7', '2', '89', '461', '537289461', 9)
('', '5', '3', '7', '2', '89', '641', '537289641', 9)
('', '5', '3', '7', '2', '461', '89', '537246189', 9)
('', '5', '3', '7', '2', '641', '89', '537264189', 9)
('', '5', '3', '7', '89', '2', '461', '537892461', 9)
('', '5', '3', '7', '89', '2', '641', '537892641', 9)
('', '5', '3', '7', '89', '461', '2', '537894612', 9)
('', '5', '3', '7', '89', '641', '2', '537896412', 9)
('', '5', '3', '7', '461', '2', '89', '537461289', 9)
('', '5', '3', '7', '461', '89', '2', '537461892', 9)
('', '5', '3', '7', '641', '2', '89', '537641289', 9)
('', '5', '3', '7', '641', '89', '2', '537641892', 9)
('', '5', '3', '41', '2', '67', '89', '534126789', 9)
('', '5', '3', '41', '2', '89', '67', '534128967', 9)
('', '5', '3', '41', '67', '2', '89', '534167289', 9)
('', '5', '3', '41', '67', '89', '2', '534167892', 9)
('', '5', '3', '41', '89', '2', '67', '534189267', 9)
('', '5', '3', '41', '89', '67', '2', '534189672', 9)
('', '5', '3', '47', '2', '61', '89', '534726189', 9)
('', '5', '3', '47', '2', '89', '61', '534728961', 9)
('', '5', '3', '47', '61', '2', '89', '534761289', 9)
('', '5', '3', '47', '61', '89', '2', '534761892', 9)
('', '5', '3', '47', '89', '2', '61', '534789261', 9)
('', '5', '3', '47', '89', '61', '2', '534789612', 9)
('', '5', '3', '61', '2', '47', '89', '536124789', 9)
('', '5', '3', '61', '2', '89', '47', '536128947', 9)
('', '5', '3', '61', '47', '2', '89', '536147289', 9)
('', '5', '3', '61', '47', '89', '2', '536147892', 9)
('', '5', '3', '61', '89', '2', '47', '536189247', 9)
('', '5', '3', '61', '89', '47', '2', '536189472', 9)
('', '5', '3', '67', '2', '41', '89', '536724189', 9)
('', '5', '3', '67', '2', '89', '41', '536728941', 9)
('', '5', '3', '67', '41', '2', '89', '536741289', 9)
('', '5', '3', '67', '41', '89', '2', '536741892', 9)
('', '5', '3', '67', '89', '2', '41', '536789241', 9)
('', '5', '3', '67', '89', '41', '2', '536789412', 9)
('', '5', '3', '89', '2', '7', '461', '538927461', 9)
('', '5', '3', '89', '2', '7', '641', '538927641', 9)
('', '5', '3', '89', '2', '41', '67', '538924167', 9)
('', '5', '3', '89', '2', '47', '61', '538924761', 9)
('', '5', '3', '89', '2', '61', '47', '538926147', 9)
('', '5', '3', '89', '2', '67', '41', '538926741', 9)
('', '5', '3', '89', '2', '461', '7', '538924617', 9)
('', '5', '3', '89', '2', '641', '7', '538926417', 9)
('', '5', '3', '89', '7', '2', '461', '538972461', 9)
('', '5', '3', '89', '7', '2', '641', '538972641', 9)
('', '5', '3', '89', '7', '461', '2', '538974612', 9)
('', '5', '3', '89', '7', '641', '2', '538976412', 9)
('', '5', '3', '89', '41', '2', '67', '538941267', 9)
('', '5', '3', '89', '41', '67', '2', '538941672', 9)
('', '5', '3', '89', '47', '2', '61', '538947261', 9)
('', '5', '3', '89', '47', '61', '2', '538947612', 9)
('', '5', '3', '89', '61', '2', '47', '538961247', 9)
('', '5', '3', '89', '61', '47', '2', '538961472', 9)
('', '5', '3', '89', '67', '2', '41', '538967241', 9)
('', '5', '3', '89', '67', '41', '2', '538967412', 9)
('', '5', '3', '89', '461', '2', '7', '538946127', 9)
('', '5', '3', '89', '461', '7', '2', '538946172', 9)
('', '5', '3', '89', '641', '2', '7', '538964127', 9)
('', '5', '3', '89', '641', '7', '2', '538964172', 9)
('', '5', '3', '461', '2', '7', '89', '534612789', 9)
('', '5', '3', '461', '2', '89', '7', '534612897', 9)
('', '5', '3', '461', '7', '2', '89', '534617289', 9)
('', '5', '3', '461', '7', '89', '2', '534617892', 9)
('', '5', '3', '461', '89', '2', '7', '534618927', 9)
('', '5', '3', '461', '89', '7', '2', '534618972', 9)
('', '5', '3', '641', '2', '7', '89', '536412789', 9)
('', '5', '3', '641', '2', '89', '7', '536412897', 9)
('', '5', '3', '641', '7', '2', '89', '536417289', 9)
('', '5', '3', '641', '7', '89', '2', '536417892', 9)
('', '5', '3', '641', '89', '2', '7', '536418927', 9)
('', '5', '3', '641', '89', '7', '2', '536418972', 9)
('', '5', '7', '2', '3', '89', '461', '572389461', 9)
('', '5', '7', '2', '3', '89', '641', '572389641', 9)
('', '5', '7', '2', '3', '461', '89', '572346189', 9)
('', '5', '7', '2', '3', '641', '89', '572364189', 9)
('', '5', '7', '2', '43', '61', '89', '572436189', 9)
('', '5', '7', '2', '43', '89', '61', '572438961', 9)
('', '5', '7', '2', '61', '43', '89', '572614389', 9)
('', '5', '7', '2', '61', '89', '43', '572618943', 9)
('', '5', '7', '2', '89', '3', '461', '572893461', 9)
('', '5', '7', '2', '89', '3', '641', '572893641', 9)
('', '5', '7', '2', '89', '43', '61', '572894361', 9)
('', '5', '7', '2', '89', '61', '43', '572896143', 9)
('', '5', '7', '2', '89', '461', '3', '572894613', 9)
('', '5', '7', '2', '89', '641', '3', '572896413', 9)
('', '5', '7', '2', '461', '3', '89', '572461389', 9)
('', '5', '7', '2', '461', '89', '3', '572461893', 9)
('', '5', '7', '2', '641', '3', '89', '572641389', 9)
('', '5', '7', '2', '641', '89', '3', '572641893', 9)
('', '5', '7', '3', '2', '89', '461', '573289461', 9)
('', '5', '7', '3', '2', '89', '641', '573289641', 9)
('', '5', '7', '3', '2', '461', '89', '573246189', 9)
('', '5', '7', '3', '2', '641', '89', '573264189', 9)
('', '5', '7', '3', '89', '2', '461', '573892461', 9)
('', '5', '7', '3', '89', '2', '641', '573892641', 9)
('', '5', '7', '3', '89', '461', '2', '573894612', 9)
('', '5', '7', '3', '89', '641', '2', '573896412', 9)
('', '5', '7', '3', '461', '2', '89', '573461289', 9)
('', '5', '7', '3', '461', '89', '2', '573461892', 9)
('', '5', '7', '3', '641', '2', '89', '573641289', 9)
('', '5', '7', '3', '641', '89', '2', '573641892', 9)
('', '5', '7', '43', '2', '61', '89', '574326189', 9)
('', '5', '7', '43', '2', '89', '61', '574328961', 9)
('', '5', '7', '43', '61', '2', '89', '574361289', 9)
('', '5', '7', '43', '61', '89', '2', '574361892', 9)
('', '5', '7', '43', '89', '2', '61', '574389261', 9)
('', '5', '7', '43', '89', '61', '2', '574389612', 9)
('', '5', '7', '61', '2', '43', '89', '576124389', 9)
('', '5', '7', '61', '2', '89', '43', '576128943', 9)
('', '5', '7', '61', '43', '2', '89', '576143289', 9)
('', '5', '7', '61', '43', '89', '2', '576143892', 9)
('', '5', '7', '61', '89', '2', '43', '576189243', 9)
('', '5', '7', '61', '89', '43', '2', '576189432', 9)
('', '5', '7', '89', '2', '3', '461', '578923461', 9)
('', '5', '7', '89', '2', '3', '641', '578923641', 9)
('', '5', '7', '89', '2', '43', '61', '578924361', 9)
('', '5', '7', '89', '2', '61', '43', '578926143', 9)
('', '5', '7', '89', '2', '461', '3', '578924613', 9)
('', '5', '7', '89', '2', '641', '3', '578926413', 9)
('', '5', '7', '89', '3', '2', '461', '578932461', 9)
('', '5', '7', '89', '3', '2', '641', '578932641', 9)
('', '5', '7', '89', '3', '461', '2', '578934612', 9)
('', '5', '7', '89', '3', '641', '2', '578936412', 9)
('', '5', '7', '89', '43', '2', '61', '578943261', 9)
('', '5', '7', '89', '43', '61', '2', '578943612', 9)
('', '5', '7', '89', '61', '2', '43', '578961243', 9)
('', '5', '7', '89', '61', '43', '2', '578961432', 9)
('', '5', '7', '89', '461', '2', '3', '578946123', 9)
('', '5', '7', '89', '461', '3', '2', '578946132', 9)
('', '5', '7', '89', '641', '2', '3', '578964123', 9)
('', '5', '7', '89', '641', '3', '2', '578964132', 9)
('', '5', '7', '461', '2', '3', '89', '574612389', 9)
('', '5', '7', '461', '2', '89', '3', '574612893', 9)
('', '5', '7', '461', '3', '2', '89', '574613289', 9)
('', '5', '7', '461', '3', '89', '2', '574613892', 9)
('', '5', '7', '461', '89', '2', '3', '574618923', 9)
('', '5', '7', '461', '89', '3', '2', '574618932', 9)
('', '5', '7', '641', '2', '3', '89', '576412389', 9)
('', '5', '7', '641', '2', '89', '3', '576412893', 9)
('', '5', '7', '641', '3', '2', '89', '576413289', 9)
('', '5', '7', '641', '3', '89', '2', '576413892', 9)
('', '5', '7', '641', '89', '2', '3', '576418923', 9)
('', '5', '7', '641', '89', '3', '2', '576418932', 9)
('', '5', '41', '2', '3', '67', '89', '541236789', 9)
('', '5', '41', '2', '3', '89', '67', '541238967', 9)
('', '5', '41', '2', '67', '3', '89', '541267389', 9)
('', '5', '41', '2', '67', '89', '3', '541267893', 9)
('', '5', '41', '2', '89', '3', '67', '541289367', 9)
('', '5', '41', '2', '89', '67', '3', '541289673', 9)
('', '5', '41', '3', '2', '67', '89', '541326789', 9)
('', '5', '41', '3', '2', '89', '67', '541328967', 9)
('', '5', '41', '3', '67', '2', '89', '541367289', 9)
('', '5', '41', '3', '67', '89', '2', '541367892', 9)
('', '5', '41', '3', '89', '2', '67', '541389267', 9)
('', '5', '41', '3', '89', '67', '2', '541389672', 9)
('', '5', '41', '67', '2', '3', '89', '541672389', 9)
('', '5', '41', '67', '2', '89', '3', '541672893', 9)
('', '5', '41', '67', '3', '2', '89', '541673289', 9)
('', '5', '41', '67', '3', '89', '2', '541673892', 9)
('', '5', '41', '67', '89', '2', '3', '541678923', 9)
('', '5', '41', '67', '89', '3', '2', '541678932', 9)
('', '5', '41', '89', '2', '3', '67', '541892367', 9)
('', '5', '41', '89', '2', '67', '3', '541892673', 9)
('', '5', '41', '89', '3', '2', '67', '541893267', 9)
('', '5', '41', '89', '3', '67', '2', '541893672', 9)
('', '5', '41', '89', '67', '2', '3', '541896723', 9)
('', '5', '41', '89', '67', '3', '2', '541896732', 9)
('', '5', '43', '2', '7', '61', '89', '543276189', 9)
('', '5', '43', '2', '7', '89', '61', '543278961', 9)
('', '5', '43', '2', '61', '7', '89', '543261789', 9)
('', '5', '43', '2', '61', '89', '7', '543261897', 9)
('', '5', '43', '2', '89', '7', '61', '543289761', 9)
('', '5', '43', '2', '89', '61', '7', '543289617', 9)
('', '5', '43', '7', '2', '61', '89', '543726189', 9)
('', '5', '43', '7', '2', '89', '61', '543728961', 9)
('', '5', '43', '7', '61', '2', '89', '543761289', 9)
('', '5', '43', '7', '61', '89', '2', '543761892', 9)
('', '5', '43', '7', '89', '2', '61', '543789261', 9)
('', '5', '43', '7', '89', '61', '2', '543789612', 9)
('', '5', '43', '61', '2', '7', '89', '543612789', 9)
('', '5', '43', '61', '2', '89', '7', '543612897', 9)
('', '5', '43', '61', '7', '2', '89', '543617289', 9)
('', '5', '43', '61', '7', '89', '2', '543617892', 9)
('', '5', '43', '61', '89', '2', '7', '543618927', 9)
('', '5', '43', '61', '89', '7', '2', '543618972', 9)
('', '5', '43', '89', '2', '7', '61', '543892761', 9)
('', '5', '43', '89', '2', '61', '7', '543892617', 9)
('', '5', '43', '89', '7', '2', '61', '543897261', 9)
('', '5', '43', '89', '7', '61', '2', '543897612', 9)
('', '5', '43', '89', '61', '2', '7', '543896127', 9)
('', '5', '43', '89', '61', '7', '2', '543896172', 9)
('', '5', '47', '2', '3', '61', '89', '547236189', 9)
('', '5', '47', '2', '3', '89', '61', '547238961', 9)
('', '5', '47', '2', '61', '3', '89', '547261389', 9)
('', '5', '47', '2', '61', '89', '3', '547261893', 9)
('', '5', '47', '2', '89', '3', '61', '547289361', 9)
('', '5', '47', '2', '89', '61', '3', '547289613', 9)
('', '5', '47', '3', '2', '61', '89', '547326189', 9)
('', '5', '47', '3', '2', '89', '61', '547328961', 9)
('', '5', '47', '3', '61', '2', '89', '547361289', 9)
('', '5', '47', '3', '61', '89', '2', '547361892', 9)
('', '5', '47', '3', '89', '2', '61', '547389261', 9)
('', '5', '47', '3', '89', '61', '2', '547389612', 9)
('', '5', '47', '61', '2', '3', '89', '547612389', 9)
('', '5', '47', '61', '2', '89', '3', '547612893', 9)
('', '5', '47', '61', '3', '2', '89', '547613289', 9)
('', '5', '47', '61', '3', '89', '2', '547613892', 9)
('', '5', '47', '61', '89', '2', '3', '547618923', 9)
('', '5', '47', '61', '89', '3', '2', '547618932', 9)
('', '5', '47', '89', '2', '3', '61', '547892361', 9)
('', '5', '47', '89', '2', '61', '3', '547892613', 9)
('', '5', '47', '89', '3', '2', '61', '547893261', 9)
('', '5', '47', '89', '3', '61', '2', '547893612', 9)
('', '5', '47', '89', '61', '2', '3', '547896123', 9)
('', '5', '47', '89', '61', '3', '2', '547896132', 9)
('', '5', '61', '2', '3', '47', '89', '561234789', 9)
('', '5', '61', '2', '3', '89', '47', '561238947', 9)
('', '5', '61', '2', '7', '43', '89', '561274389', 9)
